--------- beginning of main
09-10 12:06:42.024  3972  3989 I ArchitectureSpikeTest: Staging Qwen fixture (986048768 bytes)
09-10 12:07:41.007  3972  3989 I ArchitectureSpikeTest: ARM_START arm=qwen_batch idKeyedBatch=true grammar=false sessionContext=false
09-10 12:07:43.675  3972  3989 I LlamaJNI: Generation complete tokens=160 resultLength=519 durationMs=2667 sampleMs=8.16 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:43.675  3972  3989 I LlamaBridge: generate completed status=success durationMs=2667 responseLength=519
09-10 12:07:43.675  3972  3989 I LlamaTranslationBridge: generate success promptLength=382 translatedLength=519 maxTokens=768 durationMs=2667
09-10 12:07:43.675  3972  3989 I LlamaTranslationBridge: generate raw=[0] Only by collecting as many balloons as possible will they float, no matter how much you collect!\n[1] Mu-gg\n[6] It's a disposable camera, right?\n[12] Photos of the Earth can be dropped on the internet for free!\n[10] What the heck!\n[11] It's possible, technically, but...\n[2] This guy is an idiot!\n[4] What the hell!?\n[5] Without helium, the balloon won't float!\n[9] Can you even take a picture in space with a roll of film?\n[7] Ah\n[8] It was cheap...\n[14] Ah\n[13] Even if you take it yourself...\n[15] That's right...
09-10 12:07:43.681  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch case=balloon-dense-dialogue bubbles=16 durationMs=2667 pssKb=2144074 covered=16 sourceEchoes=1
09-10 12:07:43.681  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch case=balloon-dense-dialogue raw=[0] Only by collecting as many balloons as possible will they float, no matter how much you collect!\n[1] Mu-gg\n[6] It's a disposable camera, right?\n[12] Photos of the Earth can be dropped on the internet for free!\n[10] What the heck!\n[11] It's possible, technically, but...\n[2] This guy is an idiot!\n[4] What the hell!?\n[5] Without helium, the balloon won't float!\n[9] Can you even take a picture in space with a roll of film?\n[7] Ah\n[8] It was cheap...\n[14] Ah\n[13] Even if you take it yourself...\n[15] That's right...
09-10 12:07:43.681  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=balloon-dense-dialogue engine=qwen_batch json={"engine":"qwen_batch","translations":["Only by collecting as many balloons as possible will they float, no matter how much you collect!","Mu-gg","This guy is an idiot!",".......?","What the hell!?","Without helium, the balloon won't float!","It's a disposable camera, right?","Ah","It was cheap...","Can you even take a picture in space with a roll of film?","What the heck!","It's possible, technically, but...","Photos of the Earth can be dropped on the internet for free!","Even if you take it yourself...","Ah","That's right..."]}
09-10 12:07:48.694  3972  3989 I LlamaJNI: Generation complete tokens=304 resultLength=1097 durationMs=5013 sampleMs=15.78 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:48.695  3972  3989 I LlamaBridge: generate completed status=success durationMs=5012 responseLength=1097
09-10 12:07:48.695  3972  3989 I LlamaTranslationBridge: generate success promptLength=552 translatedLength=1097 maxTokens=768 durationMs=5012
09-10 12:07:48.695  3972  3989 I LlamaTranslationBridge: generate raw=[5] Dream...? meaningless\n[0] Ten years later - Summer\n[3] Why would I want to pursue a recommendation from a third-rate university?\n---\n[3] Why would I want to pursue a recommendation from a third-rate university?\n[5] Dream...? meaningless\n[0] Ten years later - Summer\n---\n[0] Ten years later - Summer\n[3] Why would I want to pursue a recommendation from a third-rate university?\n[5] Dream...? meaningless\n---\n[8] Good job, Ohashi...\n[6] If there's a safe and enjoyable path, you should choose that.\n[7] I'm wrong?\n[1] Ohashi Ken\n[2] You have the academic ability to aim for a first-rate university.\n[4] There's no dream.\n[9] You're such a cute student that you can rely on a lot of things.\n---\n[4] There's no dream.\n[9] You're such a cute student that you can rely on a lot of things.\n[2] You have the academic ability to aim for a first-rate university.\n[10] You can rely on a lot of things.\n---\n[2] You have the academic ability to aim for a first-rate university.\n[4] There's no dream.\n[9] You're such a cute student that you can rely on a lot of things.\n[10] You can rely on a lot of things.
09-10 12:07:48.699  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch case=balloon-mixed-dialogue bubbles=12 durationMs=5012 pssKb=2160474 covered=12 sourceEchoes=1
09-10 12:07:48.699  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch case=balloon-mixed-dialogue raw=[5] Dream...? meaningless\n[0] Ten years later - Summer\n[3] Why would I want to pursue a recommendation from a third-rate university?\n---\n[3] Why would I want to pursue a recommendation from a third-rate university?\n[5] Dream...? meaningless\n[0] Ten years later - Summer\n---\n[0] Ten years later - Summer\n[3] Why would I want to pursue a recommendation from a third-rate university?\n[5] Dream...? meaningless\n---\n[8] Good job, Ohashi...\n[6] If there's a safe and enjoyable path, you should choose that.\n[7] I'm wrong?\n[1] Ohashi Ken\n[2] You have the academic ability to aim for a first-rate university.\n[4] There's no dream.\n[9] You're such a cute student that you can rely on a lot of things.\n---\n[4] There's no dream.\n[9] You're such a cute student that you can rely on a lot of things.\n[2] You have the academic ability to aim for a first-rate university.\n[10] You can rely on a lot of things.\n---\n[2] You have the academic ability to aim for a first-rate university.\n[4] There's no dream.\n[9] You're such a cute student that you can rely on a lot of things.\n[10] You can rely on a lot of things.
09-10 12:07:48.699  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=balloon-mixed-dialogue engine=qwen_batch json={"engine":"qwen_batch","translations":["Ten years later - Summer","Ohashi Ken","You have the academic ability to aim for a first-rate university.","Why would I want to pursue a recommendation from a third-rate university?","There's no dream.","Dream...? meaningless","If there's a safe and enjoyable path, you should choose that.","I'm wrong?","Good job, Ohashi...","You're such a cute student that you can rely on a lot of things.","You can rely on a lot of things.","?"]}
09-10 12:07:50.756  3972  3989 I LlamaJNI: Generation complete tokens=128 resultLength=385 durationMs=2057 sampleMs=6.61 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:50.756  3972  3989 I LlamaBridge: generate completed status=success durationMs=2056 responseLength=385
09-10 12:07:50.756  3972  3989 I LlamaTranslationBridge: generate success promptLength=302 translatedLength=385 maxTokens=768 durationMs=2056
09-10 12:07:50.756  3972  3989 I LlamaTranslationBridge: generate raw=[0] Ah ah ah! I can't believe it...\n[3] To me, too...\n[7] The key holder you're carrying... That means...\n[8] You must have seen it too, right?\n---\n[1] Look at that...\n[5] ...one more...\n[9] "Asagao" falling there...\n[2] I'll bring it, so hurry up and prepare!\n[4] It's a big deal, you know...\n[6] Tell me...\n[10] Why are you so calm...\n[11] Want to be an astronaut? That's impossible!
09-10 12:07:50.760  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch case=balloon-p28 bubbles=12 durationMs=2056 pssKb=2160586 covered=12 sourceEchoes=0
09-10 12:07:50.760  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch case=balloon-p28 raw=[0] Ah ah ah! I can't believe it...\n[3] To me, too...\n[7] The key holder you're carrying... That means...\n[8] You must have seen it too, right?\n---\n[1] Look at that...\n[5] ...one more...\n[9] "Asagao" falling there...\n[2] I'll bring it, so hurry up and prepare!\n[4] It's a big deal, you know...\n[6] Tell me...\n[10] Why are you so calm...\n[11] Want to be an astronaut? That's impossible!
09-10 12:07:50.760  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=balloon-p28 engine=qwen_batch json={"engine":"qwen_batch","translations":["Ah ah ah! I can't believe it...","Look at that...","I'll bring it, so hurry up and prepare!","To me, too...","It's a big deal, you know...","...one more...","Tell me...","The key holder you're carrying... That means...","You must have seen it too, right?","\"Asagao\" falling there...","Why are you so calm...","Want to be an astronaut? That's impossible!"]}
09-10 12:07:54.042  3972  3989 I LlamaJNI: Generation complete tokens=189 resultLength=622 durationMs=3281 sampleMs=9.71 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:54.042  3972  3989 I LlamaBridge: generate completed status=success durationMs=3282 responseLength=622
09-10 12:07:54.042  3972  3989 I LlamaTranslationBridge: generate success promptLength=460 translatedLength=622 maxTokens=768 durationMs=3282
09-10 12:07:54.042  3972  3989 I LlamaTranslationBridge: generate raw=[0] A mess of regretful parting\n[1] It's sad, too\n[3] The death of Sakura-umi, a beautiful actress\n[5] How about you all?\n[4] There are many rumors in the world\n[9] It's just gossip... like a pillow, or a new recruit's seasoning\n[8] So?\n[10] It's just rumors\n[11] Honestly, you're not very popular, are you?\n[12] Your face and acting skills are certainly good, but...\n[13] What about the content?\n[2] R-You!\n[6] There's also a rumor that she was killed by someone\n[7] She was a different kind of person in the entertainment world, so...\n[14] After that...\n[15] I want to investigate the truth behind Sakura-umi's death\n---
09-10 12:07:54.046  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch case=bourei-dense-emotional bubbles=16 durationMs=3282 pssKb=2160762 covered=16 sourceEchoes=0
09-10 12:07:54.046  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch case=bourei-dense-emotional raw=[0] A mess of regretful parting\n[1] It's sad, too\n[3] The death of Sakura-umi, a beautiful actress\n[5] How about you all?\n[4] There are many rumors in the world\n[9] It's just gossip... like a pillow, or a new recruit's seasoning\n[8] So?\n[10] It's just rumors\n[11] Honestly, you're not very popular, are you?\n[12] Your face and acting skills are certainly good, but...\n[13] What about the content?\n[2] R-You!\n[6] There's also a rumor that she was killed by someone\n[7] She was a different kind of person in the entertainment world, so...\n[14] After that...\n[15] I want to investigate the truth behind Sakura-umi's death\n---
09-10 12:07:54.046  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=bourei-dense-emotional engine=qwen_batch json={"engine":"qwen_batch","translations":["A mess of regretful parting","It's sad, too","R-You!","The death of Sakura-umi, a beautiful actress","There are many rumors in the world","How about you all?","There's also a rumor that she was killed by someone","She was a different kind of person in the entertainment world, so...","So?","It's just gossip... like a pillow, or a new recruit's seasoning","It's just rumors","Honestly, you're not very popular, are you?","Your face and acting skills are certainly good, but...","What about the content?","After that...","I want to investigate the truth behind Sakura-umi's death"]}
09-10 12:07:55.933  3972  3989 I LlamaJNI: Generation complete tokens=103 resultLength=334 durationMs=1887 sampleMs=5.21 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:55.933  3972  3989 I LlamaBridge: generate completed status=success durationMs=1886 responseLength=334
09-10 12:07:55.934  3972  3989 I LlamaTranslationBridge: generate success promptLength=296 translatedLength=334 maxTokens=768 durationMs=1886
09-10 12:07:55.934  3972  3989 I LlamaTranslationBridge: generate raw=[0] It's dead.\n[2] "Visible" people are like that.\n[4] Did you mean to ask about my sister's makeup?\n[5] Uragami Funeral Service President Uragami Kusumuru (from the Uragami Funeral Service) 25 years old\n[1] Welcome to the spirit funeral house. Good morning.\n[3] ?\n[6] Yes...\n[7] The funeral requestor is Sakurae Suzuki, 19 years old.
09-10 12:07:55.937  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch case=bourei-p04 bubbles=8 durationMs=1886 pssKb=2160890 covered=8 sourceEchoes=0
09-10 12:07:55.937  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch case=bourei-p04 raw=[0] It's dead.\n[2] "Visible" people are like that.\n[4] Did you mean to ask about my sister's makeup?\n[5] Uragami Funeral Service President Uragami Kusumuru (from the Uragami Funeral Service) 25 years old\n[1] Welcome to the spirit funeral house. Good morning.\n[3] ?\n[6] Yes...\n[7] The funeral requestor is Sakurae Suzuki, 19 years old.
09-10 12:07:55.937  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=bourei-p04 engine=qwen_batch json={"engine":"qwen_batch","translations":["It's dead.","Welcome to the spirit funeral house. Good morning.","\"Visible\" people are like that.","?","Did you mean to ask about my sister's makeup?","Uragami Funeral Service President Uragami Kusumuru (from the Uragami Funeral Service) 25 years old","Yes...","The funeral requestor is Sakurae Suzuki, 19 years old."]}
09-10 12:07:57.446  3972  3989 I LlamaJNI: Generation complete tokens=92 resultLength=280 durationMs=1508 sampleMs=4.80 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:57.446  3972  3989 I LlamaBridge: generate completed status=success durationMs=1508 responseLength=280
09-10 12:07:57.446  3972  3989 I LlamaTranslationBridge: generate success promptLength=267 translatedLength=280 maxTokens=768 durationMs=1508
09-10 12:07:57.446  3972  3989 I LlamaTranslationBridge: generate raw=[0] It was nice.\n[2] What are you being stubborn about?\n[3] I wasn't even on Suzume's side.\n[5] I didn't want Suzume to see that face.\n---\n[1] .....I am always beautiful.\n[3] I wasn't even on Suzume's side.\n[5] I didn't want Suzume to see that face.\n[4] That's just the way it is!
09-10 12:07:57.449  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch case=bourei-p30 bubbles=6 durationMs=1508 pssKb=2160954 covered=6 sourceEchoes=0
09-10 12:07:57.449  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch case=bourei-p30 raw=[0] It was nice.\n[2] What are you being stubborn about?\n[3] I wasn't even on Suzume's side.\n[5] I didn't want Suzume to see that face.\n---\n[1] .....I am always beautiful.\n[3] I wasn't even on Suzume's side.\n[5] I didn't want Suzume to see that face.\n[4] That's just the way it is!
09-10 12:07:57.449  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=bourei-p30 engine=qwen_batch json={"engine":"qwen_batch","translations":["It was nice.",".....I am always beautiful.","What are you being stubborn about?","I wasn't even on Suzume's side.","That's just the way it is!","I didn't want Suzume to see that face."]}
09-10 12:07:57.702  3972  3989 I LlamaJNI: Generation complete tokens=6 resultLength=16 durationMs=253 sampleMs=0.35 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:07:57.703  3972  3989 I LlamaBridge: generate completed status=success durationMs=253 responseLength=16
09-10 12:07:57.703  3972  3989 I LlamaTranslationBridge: generate success promptLength=116 translatedLength=16 maxTokens=768 durationMs=253
09-10 12:07:57.703  3972  3989 I LlamaTranslationBridge: generate raw=Burial shop [id]
09-10 12:07:57.706  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch case=bourei-sparse-single bubbles=1 durationMs=253 pssKb=2160970 covered=1 sourceEchoes=1
09-10 12:07:57.706  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch case=bourei-sparse-single raw=Burial shop [id]
09-10 12:07:57.706  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=bourei-sparse-single engine=qwen_batch json={"engine":"qwen_batch","translations":["葬儀屋さん"]}
09-10 12:08:00.643  3972  3989 I LlamaJNI: Generation complete tokens=174 resultLength=546 durationMs=2936 sampleMs=8.89 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:08:00.643  3972  3989 I LlamaBridge: generate completed status=success durationMs=2936 responseLength=546
09-10 12:08:00.643  3972  3989 I LlamaTranslationBridge: generate success promptLength=346 translatedLength=546 maxTokens=768 durationMs=2936
09-10 12:08:00.643  3972  3989 I LlamaTranslationBridge: generate raw=[0] That great demon turning into ashes\n[2] If I were to call him "demon god" myself, I would be killed\n[5] But that's not the case\n[6] That eye\n---\n[3] Ever since my family was devoured by the demon\n[1] It was as strong as a demon god\n[4] It's a pure demon's hatred\n[7] There's a demon nest in his slave's heart\n---\n[4] It's a pure demon's hatred\n[7] There's a demon nest in his slave's heart\n[1] It was as strong as a demon god\n---\n[1] It was as strong as a demon god\n[4] It's a pure demon's hatred\n[7] There's a demon nest in his slave's heart
09-10 12:08:00.647  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch case=rasetugari-action-fantasy bubbles=8 durationMs=2936 pssKb=2161146 covered=8 sourceEchoes=0
09-10 12:08:00.647  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch case=rasetugari-action-fantasy raw=[0] That great demon turning into ashes\n[2] If I were to call him "demon god" myself, I would be killed\n[5] But that's not the case\n[6] That eye\n---\n[3] Ever since my family was devoured by the demon\n[1] It was as strong as a demon god\n[4] It's a pure demon's hatred\n[7] There's a demon nest in his slave's heart\n---\n[4] It's a pure demon's hatred\n[7] There's a demon nest in his slave's heart\n[1] It was as strong as a demon god\n---\n[1] It was as strong as a demon god\n[4] It's a pure demon's hatred\n[7] There's a demon nest in his slave's heart
09-10 12:08:00.647  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=rasetugari-action-fantasy engine=qwen_batch json={"engine":"qwen_batch","translations":["That great demon turning into ashes","It was as strong as a demon god","If I were to call him \"demon god\" myself, I would be killed","Ever since my family was devoured by the demon","It's a pure demon's hatred","But that's not the case","That eye","There's a demon nest in his slave's heart"]}
09-10 12:08:02.003  3972  3989 I LlamaJNI: Generation complete tokens=88 resultLength=231 durationMs=1356 sampleMs=4.32 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:08:02.003  3972  3989 I LlamaBridge: generate completed status=success durationMs=1356 responseLength=224
09-10 12:08:02.003  3972  3989 I LlamaTranslationBridge: generate success promptLength=222 translatedLength=224 maxTokens=768 durationMs=1356
09-10 12:08:02.003  3972  3989 I LlamaTranslationBridge: generate raw=[4] Kōkai Maru!!\n[0] Demon Hunter\n---\n[1] In Tōhōya\n---\n[2] The family's revenge for ten years\n[3] You're going to send me to hell, you bastard\n[5] Tōhōya...\n---\n[3] You're going to send me to hell, you bastard\n[5] Tōhōya...
09-10 12:08:02.006  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch case=rasetugari-p19 bubbles=6 durationMs=1356 pssKb=2161225 covered=6 sourceEchoes=0
09-10 12:08:02.006  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch case=rasetugari-p19 raw=[4] Kōkai Maru!!\n[0] Demon Hunter\n---\n[1] In Tōhōya\n---\n[2] The family's revenge for ten years\n[3] You're going to send me to hell, you bastard\n[5] Tōhōya...\n---\n[3] You're going to send me to hell, you bastard\n[5] Tōhōya...
09-10 12:08:02.007  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=rasetugari-p19 engine=qwen_batch json={"engine":"qwen_batch","translations":["Demon Hunter","In Tōhōya","The family's revenge for ten years","You're going to send me to hell, you bastard","Kōkai Maru!!","Tōhōya..."]}
09-10 12:08:03.151  3972  3989 I LlamaJNI: Generation complete tokens=71 resultLength=184 durationMs=1144 sampleMs=3.59 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:08:03.151  3972  3989 I LlamaBridge: generate completed status=success durationMs=1144 responseLength=182
09-10 12:08:03.151  3972  3989 I LlamaTranslationBridge: generate success promptLength=213 translatedLength=182 maxTokens=768 durationMs=1144
09-10 12:08:03.151  3972  3989 I LlamaTranslationBridge: generate raw=[3] What's the matter?\n[4] I put the demon face on\n[0] Father\n[1] Mother\n[5] Take that\n---\n[6] Hurry up and show your face\n[2] Hiyō...\n---\n[2] Hiyō...\n[6] Hurry up and show your face
09-10 12:08:03.154  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch case=rasetugari-p35 bubbles=7 durationMs=1144 pssKb=2161401 covered=7 sourceEchoes=0
09-10 12:08:03.154  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch case=rasetugari-p35 raw=[3] What's the matter?\n[4] I put the demon face on\n[0] Father\n[1] Mother\n[5] Take that\n---\n[6] Hurry up and show your face\n[2] Hiyō...\n---\n[2] Hiyō...\n[6] Hurry up and show your face
09-10 12:08:03.154  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=rasetugari-p35 engine=qwen_batch json={"engine":"qwen_batch","translations":["Father","Mother","Hiyō...","What's the matter?","I put the demon face on","Take that","Hurry up and show your face"]}
09-10 12:08:07.293  3972  3989 I LlamaJNI: Generation complete tokens=246 resultLength=834 durationMs=4139 sampleMs=12.88 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:08:07.294  3972  3989 I LlamaBridge: generate completed status=success durationMs=4138 responseLength=834
09-10 12:08:07.294  3972  3989 I LlamaTranslationBridge: generate success promptLength=522 translatedLength=833 maxTokens=768 durationMs=4138
09-10 12:08:07.294  3972  3989 I LlamaTranslationBridge: generate raw=[10] Despite your cheerful smile every day\n[0] You've brought medicine to the pharmacy\n[2] It fits your boss\n[6] The only thing you had in your bag\n---\n[0] You've brought medicine to the pharmacy\n[2] It fits your boss\n[6] The only thing you had in your bag\n[10] Despite your cheerful smile every day\n---\n[0] You've brought medicine to the pharmacy\n[2] It fits your boss\n[6] The only thing you had in your bag\n[10] Despite your cheerful smile every day\n[1] Thank you\n---\n[7] Did you pay for everything?\n[3] Did you choose your own?\n[4] This young man was hired by the situation\n---\n[3] Did you choose your own?\n[7] Did you pay for everything?\n[4] This young man was hired by the situation\n---\n[8] L\n[5] It seems you lost your job and your place to live\n[9] You only have a few clothes and a watch\n[11] You're so happy today\n[12] Boss!
09-10 12:08:07.298  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch case=tencho-p21 bubbles=13 durationMs=4138 pssKb=2160841 covered=13 sourceEchoes=0
09-10 12:08:07.298  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch case=tencho-p21 raw=[10] Despite your cheerful smile every day\n[0] You've brought medicine to the pharmacy\n[2] It fits your boss\n[6] The only thing you had in your bag\n---\n[0] You've brought medicine to the pharmacy\n[2] It fits your boss\n[6] The only thing you had in your bag\n[10] Despite your cheerful smile every day\n---\n[0] You've brought medicine to the pharmacy\n[2] It fits your boss\n[6] The only thing you had in your bag\n[10] Despite your cheerful smile every day\n[1] Thank you\n---\n[7] Did you pay for everything?\n[3] Did you choose your own?\n[4] This young man was hired by the situation\n---\n[3] Did you choose your own?\n[7] Did you pay for everything?\n[4] This young man was hired by the situation\n---\n[8] L\n[5] It seems you lost your job and your place to live\n[9] You only have a few clothes and a watch\n[11] You're so happy today\n[12] Boss!
09-10 12:08:07.298  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=tencho-p21 engine=qwen_batch json={"engine":"qwen_batch","translations":["You've brought medicine to the pharmacy","Thank you","It fits your boss","Did you choose your own?","This young man was hired by the situation","It seems you lost your job and your place to live","The only thing you had in your bag","Did you pay for everything?","L","You only have a few clothes and a watch","Despite your cheerful smile every day","You're so happy today","Boss!"]}
09-10 12:08:09.818  3972  3989 I LlamaJNI: Generation complete tokens=165 resultLength=475 durationMs=2519 sampleMs=8.32 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:08:09.818  3972  3989 I LlamaBridge: generate completed status=success durationMs=2520 responseLength=475
09-10 12:08:09.818  3972  3989 I LlamaTranslationBridge: generate success promptLength=365 translatedLength=475 maxTokens=768 durationMs=2520
09-10 12:08:09.818  3972  3989 I LlamaTranslationBridge: generate raw=[6] So?\n[0] It's not a toy of an otter.\n[4] It's useless even if you buy it.\n---\n[0] It's not a toy of an otter.\n[6] So?\n[4] It's useless even if you buy it.\n---\n[7] I wanted it, but...\n[1] Do you want it?\n[8] The otter's toy brings good luck.\n---\n[5] It's not needed anyway, so I left it.\n[9] Maybe good things will happen if I put it in the shop.\n[3] ...but\n---\n[5] It's not needed anyway, so I left it.\n[3] ...but\n[9] Maybe good things will happen if I put it in the shop.
09-10 12:08:09.822  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch case=tencho-p27 bubbles=9 durationMs=2520 pssKb=2160985 covered=9 sourceEchoes=0
09-10 12:08:09.822  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch case=tencho-p27 raw=[6] So?\n[0] It's not a toy of an otter.\n[4] It's useless even if you buy it.\n---\n[0] It's not a toy of an otter.\n[6] So?\n[4] It's useless even if you buy it.\n---\n[7] I wanted it, but...\n[1] Do you want it?\n[8] The otter's toy brings good luck.\n---\n[5] It's not needed anyway, so I left it.\n[9] Maybe good things will happen if I put it in the shop.\n[3] ...but\n---\n[5] It's not needed anyway, so I left it.\n[3] ...but\n[9] Maybe good things will happen if I put it in the shop.
09-10 12:08:09.822  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=tencho-p27 engine=qwen_batch json={"engine":"qwen_batch","translations":["It's not a toy of an otter.","Do you want it?","","...but","It's useless even if you buy it.","It's not needed anyway, so I left it.","So?","I wanted it, but...","The otter's toy brings good luck.","Maybe good things will happen if I put it in the shop."]}
09-10 12:08:10.614  3972  3989 I LlamaJNI: Generation complete tokens=44 resultLength=99 durationMs=791 sampleMs=2.44 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:08:10.614  3972  3989 I LlamaBridge: generate completed status=success durationMs=791 responseLength=99
09-10 12:08:10.614  3972  3989 I LlamaTranslationBridge: generate success promptLength=189 translatedLength=99 maxTokens=768 durationMs=791
09-10 12:08:10.614  3972  3989 I LlamaTranslationBridge: generate raw=[2] Tencho\n---\n[4] Mel didn't get hurt\n[3] Are you okay?\n[0] Ah\n[1] ..?\n[5] Be careful\n[6] Sorry...
09-10 12:08:10.617  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch case=tencho-p33 bubbles=7 durationMs=791 pssKb=2161033 covered=7 sourceEchoes=0
09-10 12:08:10.617  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch case=tencho-p33 raw=[2] Tencho\n---\n[4] Mel didn't get hurt\n[3] Are you okay?\n[0] Ah\n[1] ..?\n[5] Be careful\n[6] Sorry...
09-10 12:08:10.617  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=tencho-p33 engine=qwen_batch json={"engine":"qwen_batch","translations":["Ah","..?","Tencho","Are you okay?","Mel didn't get hurt","Be careful","Sorry..."]}
09-10 12:08:13.025  3972  3989 I LlamaJNI: Generation complete tokens=151 resultLength=402 durationMs=2408 sampleMs=7.77 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:08:13.025  3972  3989 I LlamaBridge: generate completed status=success durationMs=2408 responseLength=402
09-10 12:08:13.025  3972  3989 I LlamaTranslationBridge: generate success promptLength=332 translatedLength=401 maxTokens=768 durationMs=2408
09-10 12:08:13.025  3972  3989 I LlamaTranslationBridge: generate raw=[0] Mafia lickin' hands are about as dirty as dirt.\n[3] With a gun to the waist, I'll show you what a brain is like.\n[5] Ah, that...\n[4] ?\n[9] You too, maybe?\n[10] Girl?\n[11] Uh, yeah... but...\n[2] Eyes closed, you're a bodyguard?\n[1] Ah\n[6] Stop it! Don't do this here!\n[8] ?\n[13] Show me your face.\n[15] Eyes closed, you're still a good business partner.\n[14] Uh?\n[16] Uh, just a little...!\n[12] Huh
09-10 12:08:13.028  3972  3989 I ArchitectureSpikeTest: Result engine=qwen_batch case=tojime-dense-action bubbles=17 durationMs=2408 pssKb=2161177 covered=17 sourceEchoes=1
09-10 12:08:13.028  3972  3989 I ArchitectureSpikeTest: RAW engine=qwen_batch case=tojime-dense-action raw=[0] Mafia lickin' hands are about as dirty as dirt.\n[3] With a gun to the waist, I'll show you what a brain is like.\n[5] Ah, that...\n[4] ?\n[9] You too, maybe?\n[10] Girl?\n[11] Uh, yeah... but...\n[2] Eyes closed, you're a bodyguard?\n[1] Ah\n[6] Stop it! Don't do this here!\n[8] ?\n[13] Show me your face.\n[15] Eyes closed, you're still a good business partner.\n[14] Uh?\n[16] Uh, just a little...!\n[12] Huh
09-10 12:08:13.029  3972  3989 I ArchitectureSpikeTest: RESULT_JSON case=tojime-dense-action engine=qwen_batch json={"engine":"qwen_batch","translations":["Mafia lickin' hands are about as dirty as dirt.","Ah","Eyes closed, you're a bodyguard?","With a gun to the waist, I'll show you what a brain is like.","?","Ah, that...","Stop it! Don't do this here!","...","?","You too, maybe?","Girl?","Uh, yeah... but...","Huh","Show me your face.","Uh?","Eyes closed, you're still a good business partner.","Uh, just a little...!"]}
09-10 12:08:16.232  3972  3989 I LlamaJNI: Generation complete tokens=204 resultLength=814 durationMs=3203 sampleMs=10.34 grammarMs=0.00 grammarRejections=0 grammar=0
09-10 12:08:16.232  3972  3989 I LlamaBridge: generate completed status=success durationMs=3203 responseLength=814
09-10 12:08:16.232  3972  3989 I LlamaTranslationBridge: generate success promptLength=437 translatedLength=814 maxTokens=768 durationMs=3203
